name,sector_label,side,institution,institution_source,safety_tenure,leads_work,works_total,papers,posts,strong_works,confidence,citations,post_score,af_posts,tier,first_year,last_year,cluster_name,topics,sources,openalex_id,lw_slug,top_1,top_1_url,top_2,top_2_url,top_3,top_3_url,recent_1,recent_1_url
Vael Gates,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,241,1,2-3 works,2022,2023,"Existential, Timelines, Superintelligence",Field-building; AI risk; Communication,lesswrong,,vael-gates,What AI Safety Materials Do ML Researchers Find Compelling?,https://www.lesswrong.com/posts/gpk8dARHBi7Mkmzt9/what-ai-safety-materials-do-ml-researchers-find-compelling,“AI Risk Discussions” website: Exploring interviews from 97 AI Researchers,https://www.lesswrong.com/posts/g4nEtPFECTQW9tcff/ai-risk-discussions-website-exploring-interviews-from-97-ai,Interviews with 97 AI Researchers: Quantitative Analysis,https://www.lesswrong.com/posts/Bok5RAPPjuHKvPyv2/interviews-with-97-ai-researchers-quantitative-analysis,Interviews with 97 AI Researchers: Quantitative Analysis,https://www.lesswrong.com/posts/Bok5RAPPjuHKvPyv2/interviews-with-97-ai-researchers-quantitative-analysis
Ronny Fernandez,No affiliation on indexed works,other,,,mid,0,3,0,3,3,high,0,53,1,2-3 works,2019,2022,"Existential, Timelines, Superintelligence",AI risk; Inner alignment; Decision theory,lesswrong,,ronny-fernandez,Comment on Coherence arguments do not imply goal directed behavior,https://www.lesswrong.com/posts/EnN7cm3KaRrEAuWfa/comment-on-coherence-arguments-do-not-imply-goal-directed,Aligned Behavior is not Evidence of Alignment Past a Certain Level of Intelligence,https://www.lesswrong.com/posts/XFt9ipeezjEqJCuY4/aligned-behavior-is-not-evidence-of-alignment-past-a-certain,What do you make of AGI:unaligned::spaceships:not enough food?,https://www.lesswrong.com/posts/HoTbhbdRTDo4anNLa/what-do-you-make-of-agi-unaligned-spaceships-not-enough-food,Aligned Behavior is not Evidence of Alignment Past a Certain Level of Intelligence,https://www.lesswrong.com/posts/XFt9ipeezjEqJCuY4/aligned-behavior-is-not-evidence-of-alignment-past-a-certain
John Nay,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,17,0,2-3 works,2022,2022,"Existential, Timelines, Superintelligence",AI risk; AI governance,lesswrong,,john-nay,Leveraging Legal Informatics to Align AI,https://www.lesswrong.com/posts/9xR4KExLQKNK4iggc/leveraging-legal-informatics-to-align-ai,Learning societal values from law as part of an AGI alignment strategy,https://www.lesswrong.com/posts/Tmvvvx3buP4Gj3nZK/learning-societal-values-from-law-as-part-of-an-agi,Intent alignment should not be the goal for AGI x-risk reduction,https://www.lesswrong.com/posts/Rn4wn3oqfinAsqBSf/intent-alignment-should-not-be-the-goal-for-agi-x-risk,Intent alignment should not be the goal for AGI x-risk reduction,https://www.lesswrong.com/posts/Rn4wn3oqfinAsqBSf/intent-alignment-should-not-be-the-goal-for-agi-x-risk
simonsdsuo,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,76,3,2-3 works,2022,2022,"Existential, Timelines, Superintelligence",AI risk,lesswrong,,simonsdsuo,Instrumental convergence in single-agent systems,https://www.lesswrong.com/posts/pGvM95EfNXwBzjNCJ/instrumental-convergence-in-single-agent-systems,Instrumental convergence: scale and physical interactions,https://www.lesswrong.com/posts/nisaAr7wMDiMLc2so/instrumental-convergence-scale-and-physical-interactions,Misalignment-by-default in multi-agent systems,https://www.lesswrong.com/posts/cemhavELfHFHRaA7Q/misalignment-by-default-in-multi-agent-systems,Instrumental convergence: scale and physical interactions,https://www.lesswrong.com/posts/nisaAr7wMDiMLc2so/instrumental-convergence-scale-and-physical-interactions
Eris Discordia,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,1,0,2-3 works,2022,2022,"Existential, Timelines, Superintelligence",AI risk,lesswrong,,eris-discordia,On Generality,https://www.lesswrong.com/posts/PgTJiorywnAZTb2uL/on-generality-1,Oren's Field Guide of Bad AGI Outcomes,https://www.lesswrong.com/posts/Pz5mGP5psCuu66DEW/oren-s-field-guide-of-bad-agi-outcomes,How to Train Your AGI Dragon,https://www.lesswrong.com/posts/toK4qHaqjqQsGh4CS/how-to-train-your-agi-dragon,Oren's Field Guide of Bad AGI Outcomes,https://www.lesswrong.com/posts/Pz5mGP5psCuu66DEW/oren-s-field-guide-of-bad-agi-outcomes
robertzk,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,52,1,2-3 works,2022,2026,"Existential, Timelines, Superintelligence",AI risk; AI control; Debate & oversight; Chain of thought; Deception & scheming,lesswrong,,robertzk,Getting up to Speed on the Speed Prior in 2022,https://www.lesswrong.com/posts/bC5xd7wQCnTDw7Kyx/getting-up-to-speed-on-the-speed-prior-in-2022,Paraphrasing Is (At Best) a Partial Defence Against Steganography in LLMs,https://www.lesswrong.com/posts/vf6ocxgHCSsDwC7H8/paraphrasing-is-at-best-a-partial-defence-against,Emily Brontë on: Psychology Required for Serious™ AGI Safety Research,https://www.lesswrong.com/posts/HhMou4Dyxj3ADcQBJ/emily-bronte-on-psychology-required-for-serious-tm-agi,Paraphrasing Is (At Best) a Partial Defence Against Steganography in LLMs,https://www.lesswrong.com/posts/vf6ocxgHCSsDwC7H8/paraphrasing-is-at-best-a-partial-defence-against
George3d6,No affiliation on indexed works,other,,,mid,0,3,0,3,3,high,0,57,0,2-3 works,2020,2023,"Existential, Timelines, Superintelligence",AI risk; Agency & goals; Existential risk,lesswrong,,george3d6,Bringing Agency Into AGI Extinction Is Superfluous,https://www.lesswrong.com/posts/hwoCkQkL4ixGqScWp/bringing-agency-into-agi-extinction-is-superfluous,Machine learning could be fundamentally unexplainable,https://www.lesswrong.com/posts/vxLfja7hmcFifAtYd/machine-learning-could-be-fundamentally-unexplainable,It Looks Like You’re Trying To Take Over The Narrative,https://www.lesswrong.com/posts/jupZtKjrh8ftBaxxe/it-looks-like-you-re-trying-to-take-over-the-narrative,Bringing Agency Into AGI Extinction Is Superfluous,https://www.lesswrong.com/posts/hwoCkQkL4ixGqScWp/bringing-agency-into-agi-extinction-is-superfluous
RobertKirk,Government body or national lab,safety_ecosystem,UK AI Security Institute (AISI),bio mention,early,0,3,0,3,3,high,0,222,3,2-3 works,2022,2026,"Medicine, Real-World, Insights",Evaluations; AI risk,lesswrong,,robertkirk,Prefill awareness: can LLMs tell when “their” message history has been tampered with?,https://www.lesswrong.com/posts/jsFGuXDMxy5NZg9T2/prefill-awareness-can-llms-tell-when-their-message-history,Causal confusion as an argument against the scaling hypothesis,https://www.lesswrong.com/posts/FZL4ftXvcuKmmobmj/causal-confusion-as-an-argument-against-the-scaling,Tracing Eval-Awareness Emergence Through Training of OLMo 3,https://www.lesswrong.com/posts/c2tqL9xPbttisAHtt/tracing-eval-awareness-emergence-through-training-of-olmo-3,Tracing Eval-Awareness Emergence Through Training of OLMo 3,https://www.lesswrong.com/posts/c2tqL9xPbttisAHtt/tracing-eval-awareness-emergence-through-training-of-olmo-3
StefanHex,Safety non-profit or safety venture,safety_ecosystem,Apollo Research,bio mention,early,0,3,0,3,3,high,0,128,1,2-3 works,2022,2025,"Quest, Mediator, Surveying",AI risk; AI control; Evaluations,lesswrong,,stefan42,Apollo Research 1-year update,https://www.lesswrong.com/posts/qK79p9xMxNaKLPuog/apollo-research-1-year-update,"Trusted monitoring, but with deception probes.",https://www.lesswrong.com/posts/eaEqAzGN3uJfpfGoc/trusted-monitoring-but-with-deception-probes,Research Questions from Stained Glass Windows,https://www.lesswrong.com/posts/wx25pcqM6gvhPoJ4f/research-questions-from-stained-glass-windows,"Trusted monitoring, but with deception probes.",https://www.lesswrong.com/posts/eaEqAzGN3uJfpfGoc/trusted-monitoring-but-with-deception-probes
iamthouthouarti,No affiliation on indexed works,other,,,mid,0,3,0,3,3,high,0,20,0,2-3 works,2020,2022,"Existential, Timelines, Superintelligence",AI risk,lesswrong,,iamthouthouarti,Can someone explain to me why MIRI is so pessimistic of our chances of survival?,https://www.lesswrong.com/posts/ujnJdexBWAJcwCDoX/can-someone-explain-to-me-why-miri-is-so-pessimistic-of-our,Thoughts on the Feasibility of Prosaic AGI Alignment?,https://www.lesswrong.com/posts/cDGhjZM8nccWyScTn/thoughts-on-the-feasibility-of-prosaic-agi-alignment,"Conditional on the first AGI being aligned correctly, is a good outcome even still likely?",https://www.lesswrong.com/posts/QTjrbk43HD4qevFEk/conditional-on-the-first-agi-being-aligned-correctly-is-a,Can someone explain to me why MIRI is so pessimistic of our chances of survival?,https://www.lesswrong.com/posts/ujnJdexBWAJcwCDoX/can-someone-explain-to-me-why-miri-is-so-pessimistic-of-our
Ben Cottier,Safety non-profit or safety venture,safety_ecosystem,Rethink Priorities,bio mention,mid,0,3,0,3,3,high,0,156,3,2-3 works,2019,2023,"Existential, Timelines, Superintelligence",AI risk; AI governance; Forecasting & timelines,lesswrong,,ben-cottier,Clarifying some key hypotheses in AI alignment,https://www.lesswrong.com/posts/mJ5oNYnkYrd4sD5uE/clarifying-some-key-hypotheses-in-ai-alignment,Modeling Failure Modes of High-Level Machine Intelligence,https://www.lesswrong.com/posts/3Eq5Rq5uQ97kt8B8f/modeling-failure-modes-of-high-level-machine-intelligence,Trends in the dollar training cost of machine learning systems,https://www.lesswrong.com/posts/REBFQF43nwcJgp8Ge/trends-in-the-dollar-training-cost-of-machine-learning-1,Trends in the dollar training cost of machine learning systems,https://www.lesswrong.com/posts/REBFQF43nwcJgp8Ge/trends-in-the-dollar-training-cost-of-machine-learning-1
Robbo,No affiliation on indexed works,other,,,mid,0,3,0,3,3,high,0,103,1,2-3 works,2021,2023,"Existential, Timelines, Superintelligence",AI risk; AI welfare,lesswrong,,robbo,Towards Evaluating AI Systems for Moral Status Using Self-Reports,https://www.lesswrong.com/posts/rzsiYS2zyzjto4epY/towards-evaluating-ai-systems-for-moral-status-using-self,Using Brain-Computer Interfaces to get more data for AI alignment,https://www.lesswrong.com/posts/iWv6Pu2fWPKqevzFE/using-brain-computer-interfaces-to-get-more-data-for-ai,80k podcast episode on sentience in AI systems,https://www.lesswrong.com/posts/gsi666kGqjmDDDatu/80k-podcast-episode-on-sentience-in-ai-systems,Towards Evaluating AI Systems for Moral Status Using Self-Reports,https://www.lesswrong.com/posts/rzsiYS2zyzjto4epY/towards-evaluating-ai-systems-for-moral-status-using-self
hippke,No affiliation on indexed works,other,,,mid,0,3,0,3,3,high,0,193,1,2-3 works,2020,2021,"Existential, Timelines, Superintelligence",Forecasting & timelines; AI risk,lesswrong,,hippke,Measuring hardware overhang,https://www.lesswrong.com/posts/75dnjiD8kv2khe9eQ/measuring-hardware-overhang,The next AI winter will be due to energy costs,https://www.lesswrong.com/posts/N7KYWJPmyzB6bJSYT/the-next-ai-winter-will-be-due-to-energy-costs-1,Why the technological singularity by AGI may never happen,https://www.lesswrong.com/posts/zEMToQxY5uTKanjTp/why-the-technological-singularity-by-agi-may-never-happen,Why the technological singularity by AGI may never happen,https://www.lesswrong.com/posts/zEMToQxY5uTKanjTp/why-the-technological-singularity-by-agi-may-never-happen
CarlShulman,No affiliation on indexed works,other,,,mid,0,3,0,3,3,high,0,219,3,2-3 works,2021,2021,"Existential, Timelines, Superintelligence",Forecasting & timelines; AI risk; Takeoff dynamics,lesswrong,,carlshulman,Shulman and Yudkowsky on AI progress,https://www.lesswrong.com/posts/sCCdCLPN9E3YvdZhj/shulman-and-yudkowsky-on-ai-progress,Rogue AGI Embodies Valuable Intellectual Property,https://www.lesswrong.com/posts/FM49gHBrs5GTx7wFf/rogue-agi-embodies-valuable-intellectual-property,Fractional progress estimates for AI timelines and implied resource requirements,https://www.lesswrong.com/posts/h3ejmEeNniDNFXTgp/fractional-progress-estimates-for-ai-timelines-and-implied,Shulman and Yudkowsky on AI progress,https://www.lesswrong.com/posts/sCCdCLPN9E3YvdZhj/shulman-and-yudkowsky-on-ai-progress
magfrump,No affiliation on indexed works,other,,,mid,0,3,0,3,3,high,0,36,0,2-3 works,2021,2026,"Existential, Timelines, Superintelligence",Automated alignment research; AI governance; AI risk; Corrigibility,lesswrong,,magfrump,Sculpted Interaction: a Design-First Approach to AI Alignment,https://www.lesswrong.com/posts/rMzb2dFwfAx6QH8ZH/sculpted-interaction-a-design-first-approach-to-ai-alignment,Google’s Ethical AI team and AI Safety,https://www.lesswrong.com/posts/WNkcqhAQPPiDjSDaB/google-s-ethical-ai-team-and-ai-safety-1,Infinite Possibility Space and the Shutdown Problem,https://www.lesswrong.com/posts/F6WosiRxPHKeAk7tL/infinite-possibility-space-and-the-shutdown-problem,Sculpted Interaction: a Design-First Approach to AI Alignment,https://www.lesswrong.com/posts/rMzb2dFwfAx6QH8ZH/sculpted-interaction-a-design-first-approach-to-ai-alignment
John_Maxwell,No affiliation on indexed works,other,,,mid,0,3,0,3,3,high,0,92,0,2-3 works,2019,2020,"Existential, Timelines, Superintelligence",AI risk,lesswrong,,john_maxwell,Why don't singularitarians bet on the creation of AGI by buying stocks?,https://www.lesswrong.com/posts/yuyvosHTgjDR4giPZ/why-don-t-singularitarians-bet-on-the-creation-of-agi-by,Three Stories for How AGI Comes Before FAI,https://www.lesswrong.com/posts/2Z8pMDfDduAwtwpcX/three-stories-for-how-agi-comes-before-fai,"The problem/solution matrix: Calculating the probability of AI safety ""on the back of an envelope""",https://www.lesswrong.com/posts/znt3p9AGQDbYGf9Sy/the-problem-solution-matrix-calculating-the-probability-of,Why don't singularitarians bet on the creation of AGI by buying stocks?,https://www.lesswrong.com/posts/yuyvosHTgjDR4giPZ/why-don-t-singularitarians-bet-on-the-creation-of-agi-by
Larks,No affiliation on indexed works,other,,,established,0,3,0,3,3,high,0,211,1,2-3 works,2017,2025,"Existential, Timelines, Superintelligence",AI governance; AI risk,lesswrong,,larks,2019 AI Alignment Literature Review and Charity Comparison,https://www.lesswrong.com/posts/SmDziGM9hBjW9DKmf/2019-ai-alignment-literature-review-and-charity-comparison,2017 AI Safety Literature Review and Charity Comparison ,https://www.lesswrong.com/posts/hYekqQ9hLmn3XTZrp/2017-ai-safety-literature-review-and-charity-comparison,Rolling Thresholds for AGI Scaling Regulation,https://www.lesswrong.com/posts/GvMakH65LS86RFn5x/rolling-thresholds-for-agi-scaling-regulation,Rolling Thresholds for AGI Scaling Regulation,https://www.lesswrong.com/posts/GvMakH65LS86RFn5x/rolling-thresholds-for-agi-scaling-regulation
Eli Tyre,Safety non-profit or safety venture,safety_ecosystem,Palisade Research,bio mention,mid,0,3,0,3,3,high,0,148,0,2-3 works,2019,2022,"Existential, Timelines, Superintelligence",AI risk; Debate & oversight; Decision theory,lesswrong,,elityre,"Does it become easier, or harder, for the world to coordinate around not building AGI as time goes on?",https://www.lesswrong.com/posts/b9ErEMen42X94749t/does-it-become-easier-or-harder-for-the-world-to-coordinate,"I’m no longer sure that I buy dutch book arguments and this makes me skeptical of the ""utility function"" abstraction",https://www.lesswrong.com/posts/ndFHYBZCCusq3Whb9/i-m-no-longer-sure-that-i-buy-dutch-book-arguments-and-this,Briefly thinking through some analogs of debate,https://www.lesswrong.com/posts/pLDd8dJFq2iWuCD9h/briefly-thinking-through-some-analogs-of-debate,Briefly thinking through some analogs of debate,https://www.lesswrong.com/posts/pLDd8dJFq2iWuCD9h/briefly-thinking-through-some-analogs-of-debate
jimrandomh,No affiliation on indexed works,other,,,established,0,3,0,3,3,high,0,152,2,2-3 works,2015,2019,"Existential, Timelines, Superintelligence",AI risk; Forecasting & timelines; Corrigibility,lesswrong,,jimrandomh,Introducing the AI Alignment Forum (FAQ),https://www.lesswrong.com/posts/FoiiRDC3EhjHx7ayY/introducing-the-ai-alignment-forum-faq,How does OpenAI's language model affect our AI timeline estimates?,https://www.lesswrong.com/posts/WjxSFmm7GvWEMovzR/how-does-openai-s-language-model-affect-our-ai-timeline,"An Idea For Corrigible, Recursively Improving Math Oracles",https://www.lesswrong.com/posts/5bd75cc58225bf0670374fd3/an-idea-for-corrigible-recursively-improving-math-oracles,How does OpenAI's language model affect our AI timeline estimates?,https://www.lesswrong.com/posts/WjxSFmm7GvWEMovzR/how-does-openai-s-language-model-affect-our-ai-timeline
Anders Cairns Woodruff,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,369,0,2-3 works,2026,2026,"Existential, Timelines, Superintelligence",AI governance; AI control; Evaluations; Forecasting & timelines,lesswrong,,anders-cairns-woodruff,Estimating No-CoT Task-Completion Time Horizons of Frontier AI Models,https://www.lesswrong.com/posts/SieLowPgNgRSPGhFw/estimating-no-cot-task-completion-time-horizons-of-frontier,How the American Executive Could Control AI Companies,https://www.lesswrong.com/posts/ynstBNgLQzEBiEpLs/how-the-american-executive-could-control-ai-companies,Evidence that would update me towards a software-only fast takeoff,https://www.lesswrong.com/posts/BewnGEzPoaiEKEpfu/evidence-that-would-update-me-towards-a-software-only-fast,How the American Executive Could Control AI Companies,https://www.lesswrong.com/posts/ynstBNgLQzEBiEpLs/how-the-american-executive-could-control-ai-companies
Jason Hung,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,34,0,2-3 works,2026,2026,"Existential, Timelines, Superintelligence",AI governance; Communication,lesswrong,,jason-hung,AI-amplified democratic backsliding: an exploration,https://www.lesswrong.com/posts/B5HANRTfbJeRBfBFa/ai-amplified-democratic-backsliding-an-exploration,"Gen Z and AI: Education, Well-being, and the Labour Market
",https://www.lesswrong.com/posts/uAfxm9k3qSsr6SMjq/gen-z-and-ai-education-well-being-and-the-labour-market,The Global AI Dataset (GAID) Project: From Closing Research Gaps to Building Responsible and Trustworthy AI,https://www.lesswrong.com/posts/yZt9BmPxknkurG7Yb/the-global-ai-dataset-gaid-project-from-closing-research,AI-amplified democratic backsliding: an exploration,https://www.lesswrong.com/posts/B5HANRTfbJeRBfBFa/ai-amplified-democratic-backsliding-an-exploration
Andrew Dickson,No affiliation on indexed works,other,,,early,0,3,0,3,3,high,0,79,1,2-3 works,2025,2026,"Existential, Timelines, Superintelligence",AI governance; AI control; AI safety; Deception & scheming,lesswrong,,andrew-dickson,We Have No Plan for Preventing Loss of Control in Open Models,https://www.lesswrong.com/posts/QSyshep2CRs8JTPwK/we-have-no-plan-for-preventing-loss-of-control-in-open,AI Researchers and Executives Continue to Underestimate the Near-Future Risks of Open Models,https://www.lesswrong.com/posts/8BLKroeAMtGPzmxLs/ai-researchers-and-executives-continue-to-underestimate-the,Traffic Shaping for Workload Classification,https://www.lesswrong.com/posts/hYjBosio5NsbrPzAC/traffic-shaping-for-workload-classification-2,Traffic Shaping for Workload Classification,https://www.lesswrong.com/posts/hYjBosio5NsbrPzAC/traffic-shaping-for-workload-classification-2
